word,english_translation
अनापा,Translation Error
ताचेकडल्यान,Translation Error
रांदून,Translation Error
घेवपाक,Translation Error
लागलो,Translation Error
हरवीं,Translation Error
तो,Translation Error
काळ,Translation Error
म्हणल्यार,Translation Error
कर्मठ,Translation Error
लोकांचो,Translation Error
काळ,Translation Error
जातीभायल्या,Translation Error
लोकांच्या,Translation Error
हातचें,Translation Error
जेवप,Translation Error
खावप,Translation Error
म्हणल्यार,Translation Error
भश्टकार,Translation Error
मानपाचो,Translation Error
तो,Translation Error
काळ,Translation Error
पूण,Translation Error
अनापा,Translation Error
गांधीवादी,Translation Error
जातीभायल्या,Translation Error
भुरग्याकडल्यान,Translation Error
रांदून,Translation Error
घेवपाक,Translation Error
ताका,Translation Error
कांय,Translation Error
दिसनाशिल्लें,Translation Error
ताका,Translation Error
सोवळें,Translation Error
भश्टें,Translation Error
अशें,Translation Error
कांय,Translation Error
लाग,Translation Error
नाशिल्लें,Translation Error
अनापाच्या,Translation Error
शेतांत,Translation Error
जाय,Translation Error
तेन्ना,Translation Error
कामेऱ्यां,Translation Error
हाडप,Translation Error
केन्ना,Translation Error
कितलीं,Translation Error
कामेऱ्यां,Translation Error
जाय,Translation Error
केन्ना,Translation Error
कितले,Translation Error
मानाय,Translation Error
हें,Translation Error
यमुनेंच,Translation Error
पळयतालें,Translation Error
तें,Translation Error
शेतार,Translation Error
वा,Translation Error
रंग,Translation Error
उजवाती,Translation Error
करपाच्या,Translation Error
कामार,Translation Error
जशें,Translation Error
कांय,Translation Error
मुकादमूच,Translation Error
जाल्लें,Translation Error
दोगांयचो,Translation Error
सहवास,Translation Error
वाडलो,Translation Error
आपलेपण,Translation Error
आयलें,Translation Error
हालीं,Translation Error
हालीं,Translation Error
मनांत,Translation Error
नासतना,Translation Error
परत,Translation Error
परत,Translation Error
ताजेर,Translation Error
